RCV_ID	RCV_NAME	GO_ID	GO_NAME
RCV_000041	TLRx pathway	GO_0034172	negative regulation of toll-like receptor 11 signaling pathway
RCV_000041	TLRx pathway	GO_0034176	negative regulation of toll-like receptor 12 signaling pathway
RCV_000041	TLRx pathway	GO_0034180	negative regulation of toll-like receptor 13 signaling pathway
RCV_000041	TLRx pathway	GO_2000441	negative regulation of toll-like receptor 15 signaling pathway
RCV_000041	TLRx pathway	GO_0034136	negative regulation of toll-like receptor 2 signaling pathway
RCV_000041	TLRx pathway	GO_2000444	negative regulation of toll-like receptor 21 signaling pathway
RCV_000041	TLRx pathway	GO_0034140	negative regulation of toll-like receptor 3 signaling pathway
RCV_000041	TLRx pathway	GO_0034144	negative regulation of toll-like receptor 4 signaling pathway
RCV_000041	TLRx pathway	GO_0034148	negative regulation of toll-like receptor 5 signaling pathway
RCV_000041	TLRx pathway	GO_0034152	negative regulation of toll-like receptor 6 signaling pathway
RCV_000041	TLRx pathway	GO_0034156	negative regulation of toll-like receptor 7 signaling pathway
RCV_000041	TLRx pathway	GO_0034160	negative regulation of toll-like receptor 8 signaling pathway
RCV_000041	TLRx pathway	GO_0034164	negative regulation of toll-like receptor 9 signaling pathway
RCV_000041	TLRx pathway	GO_0034122	negative regulation of toll-like receptor signaling pathway
RCV_000041	TLRx pathway	GO_0034126	positive regulation of MyD88-dependent toll-like receptor signaling pathway
RCV_000041	TLRx pathway	GO_0034129	positive regulation of MyD88-independent toll-like receptor signaling pathway
RCV_000041	TLRx pathway	GO_0045752	positive regulation of Toll signaling pathway
RCV_000041	TLRx pathway	GO_0034133	positive regulation of toll-like receptor 1 signaling pathway
RCV_000041	TLRx pathway	GO_0034169	positive regulation of toll-like receptor 10 signaling pathway
RCV_000041	TLRx pathway	GO_0034173	positive regulation of toll-like receptor 11 signaling pathway
RCV_000041	TLRx pathway	GO_0034177	positive regulation of toll-like receptor 12 signaling pathway
RCV_000041	TLRx pathway	GO_0034181	positive regulation of toll-like receptor 13 signaling pathway
RCV_000041	TLRx pathway	GO_2000442	positive regulation of toll-like receptor 15 signaling pathway
RCV_000041	TLRx pathway	GO_0034137	positive regulation of toll-like receptor 2 signaling pathway
RCV_000041	TLRx pathway	GO_2000445	positive regulation of toll-like receptor 21 signaling pathway
RCV_000041	TLRx pathway	GO_0034141	positive regulation of toll-like receptor 3 signaling pathway
RCV_000041	TLRx pathway	GO_0034145	positive regulation of toll-like receptor 4 signaling pathway
RCV_000041	TLRx pathway	GO_0034149	positive regulation of toll-like receptor 5 signaling pathway
RCV_000041	TLRx pathway	GO_0034153	positive regulation of toll-like receptor 6 signaling pathway
RCV_000041	TLRx pathway	GO_0034157	positive regulation of toll-like receptor 7 signaling pathway
RCV_000041	TLRx pathway	GO_0034161	positive regulation of toll-like receptor 8 signaling pathway
RCV_000041	TLRx pathway	GO_0034165	positive regulation of toll-like receptor 9 signaling pathway
RCV_000041	TLRx pathway	GO_1901245	positive regulation of toll-like receptor 9 signaling pathway by B cell receptor internalization
RCV_000041	TLRx pathway	GO_0034123	positive regulation of toll-like receptor signaling pathway
RCV_000041	TLRx pathway	GO_0034124	regulation of MyD88-dependent toll-like receptor signaling pathway
RCV_000041	TLRx pathway	GO_0034127	regulation of MyD88-independent toll-like receptor signaling pathway
RCV_000041	TLRx pathway	GO_0008592	regulation of Toll signaling pathway
RCV_000041	TLRx pathway	GO_0034131	regulation of toll-like receptor 1 signaling pathway
RCV_000041	TLRx pathway	GO_0034167	regulation of toll-like receptor 10 signaling pathway
RCV_000041	TLRx pathway	GO_0034171	regulation of toll-like receptor 11 signaling pathway
RCV_000041	TLRx pathway	GO_0034175	regulation of toll-like receptor 12 signaling pathway
RCV_000041	TLRx pathway	GO_0034179	regulation of toll-like receptor 13 signaling pathway
RCV_000041	TLRx pathway	GO_2000440	regulation of toll-like receptor 15 signaling pathway
RCV_000041	TLRx pathway	GO_0034135	regulation of toll-like receptor 2 signaling pathway
RCV_000041	TLRx pathway	GO_2000443	regulation of toll-like receptor 21 signaling pathway
RCV_000041	TLRx pathway	GO_0034139	regulation of toll-like receptor 3 signaling pathway
RCV_000041	TLRx pathway	GO_0034143	regulation of toll-like receptor 4 signaling pathway
RCV_000041	TLRx pathway	GO_0034147	regulation of toll-like receptor 5 signaling pathway
RCV_000041	TLRx pathway	GO_0034151	regulation of toll-like receptor 6 signaling pathway
RCV_000041	TLRx pathway	GO_0034155	regulation of toll-like receptor 7 signaling pathway
RCV_000041	TLRx pathway	GO_0034159	regulation of toll-like receptor 8 signaling pathway
RCV_000041	TLRx pathway	GO_0034163	regulation of toll-like receptor 9 signaling pathway
RCV_000041	TLRx pathway	GO_0034121	regulation of toll-like receptor signaling pathway
RCV_000041	TLRx pathway	GO_0039722	suppression by virus of host toll-like receptor signaling pathway
RCV_000041	TLRx pathway	GO_0034130	toll-like receptor 1 signaling pathway
RCV_000041	TLRx pathway	GO_0034166	toll-like receptor 10 signaling pathway
RCV_000041	TLRx pathway	GO_0034170	toll-like receptor 11 signaling pathway
RCV_000041	TLRx pathway	GO_0034174	toll-like receptor 12 signaling pathway
RCV_000041	TLRx pathway	GO_0034178	toll-like receptor 13 signaling pathway
RCV_000041	TLRx pathway	GO_0035681	toll-like receptor 15 signaling pathway
RCV_000041	TLRx pathway	GO_0034134	toll-like receptor 2 signaling pathway
RCV_000041	TLRx pathway	GO_0035682	toll-like receptor 21 signaling pathway
RCV_000041	TLRx pathway	GO_0034138	toll-like receptor 3 signaling pathway
RCV_000041	TLRx pathway	GO_0034142	toll-like receptor 4 signaling pathway
RCV_000041	TLRx pathway	GO_0034146	toll-like receptor 5 signaling pathway
RCV_000041	TLRx pathway	GO_0034150	toll-like receptor 6 signaling pathway
RCV_000041	TLRx pathway	GO_0034154	toll-like receptor 7 signaling pathway
RCV_000041	TLRx pathway	GO_0034158	toll-like receptor 8 signaling pathway
RCV_000041	TLRx pathway	GO_0034162	toll-like receptor 9 signaling pathway
RCV_000041	TLRx pathway	GO_0038123	toll-like receptor TLR1:TLR2 signaling pathway
RCV_000041	TLRx pathway	GO_0038124	toll-like receptor TLR6:TLR2 signaling pathway
RCV_000041	TLRx pathway	GO_0002224	toll-like receptor signaling pathway
RCV_000044	UDP metabolism	GO_0006225	UDP biosynthetic process
RCV_000044	UDP metabolism	GO_0006256	UDP catabolic process
RCV_000044	UDP metabolism	GO_0046048	UDP metabolic process
RCV_000044	UDP metabolism	GO_2001315	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose biosynthetic process
RCV_000044	UDP metabolism	GO_2001314	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose catabolic process
RCV_000044	UDP metabolism	GO_2001313	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose metabolic process
RCV_000044	UDP metabolism	GO_0033352	UDP-D-apiose biosynthetic process
RCV_000044	UDP metabolism	GO_0033351	UDP-D-apiose metabolic process
RCV_000044	UDP metabolism	GO_0052574	UDP-D-galactose biosynthetic process
RCV_000044	UDP metabolism	GO_0052573	UDP-D-galactose metabolic process
RCV_000044	UDP metabolism	GO_0033480	UDP-D-galacturonate biosynthetic process
RCV_000044	UDP metabolism	GO_0033479	UDP-D-galacturonate metabolic process
RCV_000044	UDP metabolism	GO_0033320	UDP-D-xylose biosynthetic process
RCV_000044	UDP metabolism	GO_0033319	UDP-D-xylose metabolic process
RCV_000044	UDP metabolism	GO_0033358	UDP-L-arabinose biosynthetic process
RCV_000044	UDP metabolism	GO_0033356	UDP-L-arabinose metabolic process
RCV_000044	UDP metabolism	GO_0019277	UDP-N-acetylgalactosamine biosynthetic process
RCV_000044	UDP metabolism	GO_0019278	UDP-N-acetylgalactosamine catabolic process
RCV_000044	UDP metabolism	GO_0019276	UDP-N-acetylgalactosamine metabolic process
RCV_000044	UDP metabolism	GO_0015789	UDP-N-acetylgalactosamine transport
RCV_000044	UDP metabolism	GO_0035528	UDP-N-acetylglucosamine biosynthesis involved in chitin biosynthesis
RCV_000044	UDP metabolism	GO_0006048	UDP-N-acetylglucosamine biosynthetic process
RCV_000044	UDP metabolism	GO_0006049	UDP-N-acetylglucosamine catabolic process
RCV_000044	UDP metabolism	GO_0006047	UDP-N-acetylglucosamine metabolic process
RCV_000044	UDP metabolism	GO_0005462	UDP-N-acetylglucosamine transmembrane transporter activity
RCV_000044	UDP metabolism	GO_0015788	UDP-N-acetylglucosamine transport
RCV_000044	UDP metabolism	GO_0097624	UDP-galactose transmembrane import into Golgi lumen
RCV_000044	UDP metabolism	GO_0072334	UDP-galactose transmembrane transport
RCV_000044	UDP metabolism	GO_0015785	UDP-galactose transport
RCV_000044	UDP metabolism	GO_0006258	UDP-glucose catabolic process
RCV_000044	UDP metabolism	GO_0006011	UDP-glucose metabolic process
RCV_000044	UDP metabolism	GO_0005460	UDP-glucose transmembrane transporter activity
RCV_000044	UDP metabolism	GO_0015786	UDP-glucose transport
RCV_000044	UDP metabolism	GO_0097359	UDP-glucosylation
RCV_000044	UDP metabolism	GO_0006065	UDP-glucuronate biosynthetic process
RCV_000044	UDP metabolism	GO_0046398	UDP-glucuronate metabolic process
RCV_000044	UDP metabolism	GO_0015787	UDP-glucuronic acid transport
RCV_000044	UDP metabolism	GO_0010253	UDP-rhamnose biosynthetic process
RCV_000044	UDP metabolism	GO_0033478	UDP-rhamnose metabolic process
RCV_000044	UDP metabolism	GO_0005464	UDP-xylose transmembrane transporter activity
RCV_000044	UDP metabolism	GO_0015790	UDP-xylose transport
RCV_000045	VEGF pathway	GO_0036326	VEGF-A-activated receptor activity
RCV_000045	VEGF pathway	GO_0036327	VEGF-B-activated receptor activity
RCV_000045	VEGF pathway	GO_0036328	VEGF-C-activated receptor activity
RCV_000045	VEGF pathway	GO_0036329	VEGF-D-activated receptor activity
RCV_000045	VEGF pathway	GO_0036330	VEGF-E-activated receptor activity
RCV_000045	VEGF pathway	GO_0038190	VEGF-activated neuropilin signaling pathway
RCV_000045	VEGF pathway	GO_1902378	VEGF-activated neuropilin signaling pathway involved in axon guidance
RCV_000045	VEGF pathway	GO_0038086	VEGF-activated platelet-derived growth factor receptor signaling pathway
RCV_000045	VEGF pathway	GO_0038087	VEGF-activated platelet-derived growth factor receptor-alpha signaling pathway
RCV_000045	VEGF pathway	GO_0038088	VEGF-activated platelet-derived growth factor receptor-beta signaling pathway
RCV_000045	VEGF pathway	GO_1900747	negative regulation of vascular endothelial growth factor signaling pathway
RCV_000045	VEGF pathway	GO_0038090	positive regulation of cell migration by VEGF-activated platelet derived growth factor receptor signaling pathway
RCV_000045	VEGF pathway	GO_0038089	positive regulation of cell migration by vascular endothelial growth factor signaling pathway
RCV_000045	VEGF pathway	GO_0038091	positive regulation of cell proliferation by VEGF-activated platelet derived growth factor receptor signaling pathway
RCV_000045	VEGF pathway	GO_0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway
RCV_000045	VEGF pathway	GO_1900748	positive regulation of vascular endothelial growth factor signaling pathway
RCV_000045	VEGF pathway	GO_1900746	regulation of vascular endothelial growth factor signaling pathway
RCV_000045	VEGF pathway	GO_0038084	vascular endothelial growth factor signaling pathway
RCV_000045	VEGF pathway	GO_0005021	vascular endothelial growth factor-activated receptor activity
RCV_000051	adipose differentiation	GO_0060612	adipose tissue development
RCV_000051	adipose differentiation	GO_0007505	adult fat body development
RCV_000051	adipose differentiation	GO_0007503	fat body development
RCV_000051	adipose differentiation	GO_0060613	fat pad development
RCV_000051	adipose differentiation	GO_0007504	larval fat body development
RCV_000051	adipose differentiation	GO_0060611	mammary gland fat development
RCV_000051	adipose differentiation	GO_0060647	mesenchymal cell condensation involved in mammary fat development
RCV_000051	adipose differentiation	GO_0045599	negative regulation of fat cell differentiation
RCV_000051	adipose differentiation	GO_0090336	positive regulation of brown fat cell differentiation
RCV_000051	adipose differentiation	GO_0045600	positive regulation of fat cell differentiation
RCV_000051	adipose differentiation	GO_0090335	regulation of brown fat cell differentiation
RCV_000051	adipose differentiation	GO_0045598	regulation of fat cell differentiation
RCV_000051	adipose differentiation	GO_0060642	white fat cell differentiation involved in mammary gland fat development
RCV_000052	adrenal	GO_0061104	adrenal chromaffin cell differentiation
RCV_000052	adrenal	GO_0035801	adrenal cortex development
RCV_000052	adrenal	GO_0035802	adrenal cortex formation
RCV_000052	adrenal	GO_0030325	adrenal gland development
RCV_000053	adrenergic	GO_0071883	activation of MAPK activity by adrenergic receptor signaling pathway
RCV_000053	adrenergic	GO_0071880	adenylate cyclase-activating adrenergic receptor signaling pathway
RCV_000053	adrenergic	GO_0071881	adenylate cyclase-inhibiting adrenergic receptor signaling pathway
RCV_000053	adrenergic	GO_0086096	adenylate cyclase-inhibiting adrenergic receptor signaling pathway involved in heart process
RCV_000053	adrenergic	GO_0004935	adrenergic receptor activity
RCV_000053	adrenergic	GO_0071875	adrenergic receptor signaling pathway
RCV_000053	adrenergic	GO_0086030	adrenergic receptor signaling pathway involved in cardiac muscle relaxation
RCV_000053	adrenergic	GO_0086023	adrenergic receptor signaling pathway involved in heart process
RCV_000053	adrenergic	GO_0086024	adrenergic receptor signaling pathway involved in positive regulation of heart rate
RCV_000053	adrenergic	GO_0004936	alpha-adrenergic receptor activity
RCV_000053	adrenergic	GO_0004937	alpha1-adrenergic receptor activity
RCV_000053	adrenergic	GO_0004938	alpha2-adrenergic receptor activity
RCV_000053	adrenergic	GO_0004939	beta-adrenergic receptor activity
RCV_000053	adrenergic	GO_0004940	beta1-adrenergic receptor activity
RCV_000053	adrenergic	GO_0004941	beta2-adrenergic receptor activity
RCV_000053	adrenergic	GO_0015052	beta3-adrenergic receptor activity
RCV_000053	adrenergic	GO_0071878	negative regulation of adrenergic receptor signaling pathway
RCV_000053	adrenergic	GO_1901205	negative regulation of adrenergic receptor signaling pathway involved in heart process
RCV_000053	adrenergic	GO_1903246	negative regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate
RCV_000053	adrenergic	GO_1900257	negative regulation of beta1-adrenergic receptor activity
RCV_000053	adrenergic	GO_0071882	phospholipase C-activating adrenergic receptor signaling pathway
RCV_000053	adrenergic	GO_0071879	positive regulation of adrenergic receptor signaling pathway
RCV_000053	adrenergic	GO_1901206	positive regulation of adrenergic receptor signaling pathway involved in heart process
RCV_000053	adrenergic	GO_1903247	positive regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate
RCV_000053	adrenergic	GO_1900258	positive regulation of beta1-adrenergic receptor activity
RCV_000053	adrenergic	GO_0086094	positive regulation of ryanodine-sensitive calcium-release channel activity by adrenergic receptor signaling pathway involved in positive regulation of cardiac muscle contraction
RCV_000053	adrenergic	GO_0071877	regulation of adrenergic receptor signaling pathway
RCV_000053	adrenergic	GO_1901204	regulation of adrenergic receptor signaling pathway involved in heart process
RCV_000053	adrenergic	GO_1903245	regulation of adrenergic receptor signaling pathway involved in positive regulation of heart rate
RCV_000053	adrenergic	GO_1900256	regulation of beta1-adrenergic receptor activity
RCV_000056	allantoin metabolism	GO_0015719	allantoate transport
RCV_000056	allantoin metabolism	GO_0009442	allantoin assimilation pathway
RCV_000056	allantoin metabolism	GO_0019428	allantoin biosynthetic process
RCV_000056	allantoin metabolism	GO_0000256	allantoin catabolic process
RCV_000056	allantoin metabolism	GO_0000255	allantoin metabolic process
RCV_000056	allantoin metabolism	GO_0015720	allantoin transport
RCV_000057	amine metabolism	GO_0006653	1,2-diacyl-sn-glycero-3-phosphocholine metabolic process
RCV_000057	amine metabolism	GO_0046230	2-aminobenzenesulfonate catabolic process
RCV_000057	amine metabolism	GO_0019490	2-aminobenzenesulfonate desulfonation
RCV_000057	amine metabolism	GO_0018868	2-aminobenzenesulfonate metabolic process
RCV_000057	amine metabolism	GO_0006657	CDP-choline pathway
RCV_000057	amine metabolism	GO_0070291	N-acylethanolamine metabolic process
RCV_000057	amine metabolism	GO_0009309	amine biosynthetic process
RCV_000057	amine metabolism	GO_0009310	amine catabolic process
RCV_000057	amine metabolism	GO_0009308	amine metabolic process
RCV_000057	amine metabolism	GO_0019548	arginine catabolic process to spermine
RCV_000057	amine metabolism	GO_0034217	ascospore wall chitin biosynthetic process
RCV_000057	amine metabolism	GO_0019624	atrazine catabolic process to isopropylamine
RCV_000057	amine metabolism	GO_1901088	benzylpenicillin biosynthetic process
RCV_000057	amine metabolism	GO_1901087	benzylpenicillin catabolic process
RCV_000057	amine metabolism	GO_1901086	benzylpenicillin metabolic process
RCV_000057	amine metabolism	GO_0030654	beta-lactam antibiotic biosynthetic process
RCV_000057	amine metabolism	GO_0030655	beta-lactam antibiotic catabolic process
RCV_000057	amine metabolism	GO_0030653	beta-lactam antibiotic metabolic process
RCV_000057	amine metabolism	GO_1901769	carbapenem biosynthetic process
RCV_000057	amine metabolism	GO_1901768	carbapenem catabolic process
RCV_000057	amine metabolism	GO_1901767	carbapenem metabolic process
RCV_000057	amine metabolism	GO_0044106	cellular amine metabolic process
RCV_000057	amine metabolism	GO_0042401	cellular biogenic amine biosynthetic process
RCV_000057	amine metabolism	GO_0042402	cellular biogenic amine catabolic process
RCV_000057	amine metabolism	GO_0006576	cellular biogenic amine metabolic process
RCV_000057	amine metabolism	GO_1901268	cephalosporin C biosynthetic process
RCV_000057	amine metabolism	GO_1901267	cephalosporin C catabolic process
RCV_000057	amine metabolism	GO_1901266	cephalosporin C metabolic process
RCV_000057	amine metabolism	GO_0043646	cephalosporin biosynthetic process
RCV_000057	amine metabolism	GO_0043645	cephalosporin metabolic process
RCV_000057	amine metabolism	GO_1901118	cephamycin C biosynthetic process
RCV_000057	amine metabolism	GO_1901117	cephamycin C catabolic process
RCV_000057	amine metabolism	GO_1901116	cephamycin C metabolic process
RCV_000057	amine metabolism	GO_0042425	choline biosynthetic process
RCV_000057	amine metabolism	GO_0033323	choline biosynthetic process via CDP-choline
RCV_000057	amine metabolism	GO_0033324	choline biosynthetic process via N-monomethylethanolamine
RCV_000057	amine metabolism	GO_0033325	choline biosynthetic process via phosphoryl-ethanolamine
RCV_000057	amine metabolism	GO_0042426	choline catabolic process
RCV_000057	amine metabolism	GO_0019695	choline metabolic process
RCV_000057	amine metabolism	GO_0033465	cis-zeatin biosynthetic process
RCV_000057	amine metabolism	GO_0033399	cis-zeatin metabolic process
RCV_000057	amine metabolism	GO_0009691	cytokinin biosynthetic process
RCV_000057	amine metabolism	GO_0009823	cytokinin catabolic process
RCV_000057	amine metabolism	GO_0009690	cytokinin metabolic process
RCV_000057	amine metabolism	GO_0050983	deoxyhypusine biosynthetic process from spermidine
RCV_000057	amine metabolism	GO_0034268	discadenine biosynthetic process
RCV_000057	amine metabolism	GO_0034269	discadenine catabolic process
RCV_000057	amine metabolism	GO_0034267	discadenine metabolic process
RCV_000057	amine metabolism	GO_0046335	ethanolamine biosynthetic process
RCV_000057	amine metabolism	GO_0046336	ethanolamine catabolic process
RCV_000057	amine metabolism	GO_0006580	ethanolamine metabolic process
RCV_000057	amine metabolism	GO_0042439	ethanolamine-containing compound metabolic process
RCV_000057	amine metabolism	GO_0019285	glycine betaine biosynthetic process from choline
RCV_000057	amine metabolism	GO_0001694	histamine biosynthetic process
RCV_000057	amine metabolism	GO_0001695	histamine catabolic process
RCV_000057	amine metabolism	GO_0001692	histamine metabolic process
RCV_000057	amine metabolism	GO_0046219	indolalkylamine biosynthetic process
RCV_000057	amine metabolism	GO_0046218	indolalkylamine catabolic process
RCV_000057	amine metabolism	GO_0006586	indolalkylamine metabolic process
RCV_000057	amine metabolism	GO_0009848	indoleacetic acid biosynthetic process via tryptophan
RCV_000057	amine metabolism	GO_0034265	isopentenyl adenine biosynthetic process
RCV_000057	amine metabolism	GO_0034266	isopentenyl adenine catabolic process
RCV_000057	amine metabolism	GO_0034264	isopentenyl adenine metabolic process
RCV_000057	amine metabolism	GO_2001129	methane biosynthetic process from dimethylamine
RCV_000057	amine metabolism	GO_2001128	methane biosynthetic process from methylamine
RCV_000057	amine metabolism	GO_2001130	methane biosynthetic process from trimethylamine
RCV_000057	amine metabolism	GO_0030416	methylamine metabolic process
RCV_000057	amine metabolism	GO_0030418	nicotianamine biosynthetic process
RCV_000057	amine metabolism	GO_0030419	nicotianamine catabolic process
RCV_000057	amine metabolism	GO_0030417	nicotianamine metabolic process
RCV_000057	amine metabolism	GO_0019356	nicotinate nucleotide biosynthetic process from tryptophan
RCV_000057	amine metabolism	GO_0045312	nor-spermidine biosynthetic process
RCV_000057	amine metabolism	GO_0046205	nor-spermidine catabolic process
RCV_000057	amine metabolism	GO_0046204	nor-spermidine metabolic process
RCV_000057	amine metabolism	GO_0006589	octopamine biosynthetic process
RCV_000057	amine metabolism	GO_0046334	octopamine catabolic process
RCV_000057	amine metabolism	GO_0046333	octopamine metabolic process
RCV_000057	amine metabolism	GO_0042318	penicillin biosynthetic process
RCV_000057	amine metabolism	GO_0042317	penicillin catabolic process
RCV_000057	amine metabolism	GO_0042316	penicillin metabolic process
RCV_000057	amine metabolism	GO_0042444	phenylethylamine biosynthetic process
RCV_000057	amine metabolism	GO_0090508	phenylethylamine biosynthetic process involved in synaptic transmission
RCV_000057	amine metabolism	GO_0019607	phenylethylamine catabolic process
RCV_000057	amine metabolism	GO_0042443	phenylethylamine metabolic process
RCV_000057	amine metabolism	GO_0090507	phenylethylamine metabolic process involved in synaptic transmission
RCV_000057	amine metabolism	GO_0036151	phosphatidylcholine acyl-chain remodeling
RCV_000057	amine metabolism	GO_0070833	phosphatidylcholine biosynthesis from phosphoryl-ethanolamine via CDP-N-methylethanolamine
RCV_000057	amine metabolism	GO_0070834	phosphatidylcholine biosynthesis from phosphoryl-ethanolamine via N-dimethylethanolamine phosphate and CDP-N-dimethylethanolamine
RCV_000057	amine metabolism	GO_0070832	phosphatidylcholine biosynthesis from phosphoryl-ethanolamine via N-dimethylethanolamine phosphate and CDP-choline
RCV_000057	amine metabolism	GO_0006656	phosphatidylcholine biosynthetic process
RCV_000057	amine metabolism	GO_0034638	phosphatidylcholine catabolic process
RCV_000057	amine metabolism	GO_0046470	phosphatidylcholine metabolic process
RCV_000057	amine metabolism	GO_0036152	phosphatidylethanolamine acyl-chain remodeling
RCV_000057	amine metabolism	GO_0006663	platelet activating factor biosynthetic process
RCV_000057	amine metabolism	GO_0046469	platelet activating factor metabolic process
RCV_000057	amine metabolism	GO_0032917	polyamine acetylation
RCV_000057	amine metabolism	GO_0006596	polyamine biosynthetic process
RCV_000057	amine metabolism	GO_0006598	polyamine catabolic process
RCV_000057	amine metabolism	GO_0006595	polyamine metabolic process
RCV_000057	amine metabolism	GO_0032920	putrescine acetylation
RCV_000057	amine metabolism	GO_0009446	putrescine biosynthetic process
RCV_000057	amine metabolism	GO_0033388	putrescine biosynthetic process from arginine
RCV_000057	amine metabolism	GO_0033390	putrescine biosynthetic process from arginine via N-carbamoylputrescine
RCV_000057	amine metabolism	GO_0033389	putrescine biosynthetic process from arginine, using agmatinase
RCV_000057	amine metabolism	GO_0033387	putrescine biosynthetic process from ornithine
RCV_000057	amine metabolism	GO_0009447	putrescine catabolic process
RCV_000057	amine metabolism	GO_0009445	putrescine metabolic process
RCV_000057	amine metabolism	GO_0015847	putrescine transport
RCV_000057	amine metabolism	GO_0006587	serotonin biosynthetic process from tryptophan
RCV_000057	amine metabolism	GO_0032918	spermidine acetylation
RCV_000057	amine metabolism	GO_0008295	spermidine biosynthetic process
RCV_000057	amine metabolism	GO_0046203	spermidine catabolic process
RCV_000057	amine metabolism	GO_0008216	spermidine metabolic process
RCV_000057	amine metabolism	GO_0032919	spermine acetylation
RCV_000057	amine metabolism	GO_0006597	spermine biosynthetic process
RCV_000057	amine metabolism	GO_0046208	spermine catabolic process
RCV_000057	amine metabolism	GO_0008215	spermine metabolic process
RCV_000057	amine metabolism	GO_0006686	sphingomyelin biosynthetic process
RCV_000057	amine metabolism	GO_0006685	sphingomyelin catabolic process
RCV_000057	amine metabolism	GO_0006684	sphingomyelin metabolic process
RCV_000057	amine metabolism	GO_0033466	trans-zeatin biosynthetic process
RCV_000057	amine metabolism	GO_0033400	trans-zeatin metabolic process
RCV_000057	amine metabolism	GO_0046267	triethanolamine catabolic process
RCV_000057	amine metabolism	GO_0018981	triethanolamine metabolic process
RCV_000057	amine metabolism	GO_0000162	tryptophan biosynthetic process
RCV_000057	amine metabolism	GO_0006569	tryptophan catabolic process
RCV_000057	amine metabolism	GO_0019442	tryptophan catabolic process to acetyl-CoA
RCV_000057	amine metabolism	GO_0019444	tryptophan catabolic process to catechol
RCV_000057	amine metabolism	GO_0019440	tryptophan catabolic process to indole-3-acetate
RCV_000057	amine metabolism	GO_0019441	tryptophan catabolic process to kynurenine
RCV_000057	amine metabolism	GO_0006568	tryptophan metabolic process
RCV_000057	amine metabolism	GO_0033398	zeatin biosynthetic process
RCV_000057	amine metabolism	GO_0033397	zeatin metabolic process
RCV_000058	aminoacid metabolism	GO_0071266	'de novo' L-methionine biosynthetic process
RCV_000058	aminoacid metabolism	GO_0034628	'de novo' NAD biosynthetic process from aspartate
RCV_000058	aminoacid metabolism	GO_0046550	(3-aminopropyl)(L-aspartyl-1-amino)phosphoryl-5'-adenosine biosynthetic process from asparagine
RCV_000058	aminoacid metabolism	GO_0042218	1-aminocyclopropane-1-carboxylate biosynthetic process
RCV_000058	aminoacid metabolism	GO_0042217	1-aminocyclopropane-1-carboxylate catabolic process
RCV_000058	aminoacid metabolism	GO_0018871	1-aminocyclopropane-1-carboxylate metabolic process
RCV_000058	aminoacid metabolism	GO_0009257	10-formyltetrahydrofolate biosynthetic process
RCV_000058	aminoacid metabolism	GO_0009258	10-formyltetrahydrofolate catabolic process
RCV_000058	aminoacid metabolism	GO_0009256	10-formyltetrahydrofolate metabolic process
RCV_000058	aminoacid metabolism	GO_1903560	3-cyano-L-alanine biosynthetic process
RCV_000058	aminoacid metabolism	GO_1903559	3-cyano-L-alanine catabolic process
RCV_000058	aminoacid metabolism	GO_1903558	3-cyano-L-alanine metabolic process
RCV_000058	aminoacid metabolism	GO_0019472	4-hydroxyproline biosynthetic process
RCV_000058	aminoacid metabolism	GO_0019470	4-hydroxyproline catabolic process
RCV_000058	aminoacid metabolism	GO_0019471	4-hydroxyproline metabolic process
RCV_000058	aminoacid metabolism	GO_0030632	D-alanine biosynthetic process
RCV_000058	aminoacid metabolism	GO_0055130	D-alanine catabolic process
RCV_000058	aminoacid metabolism	GO_0046145	D-alanine family amino acid biosynthetic process
RCV_000058	aminoacid metabolism	GO_0030633	D-alanine family amino acid catabolic process
RCV_000058	aminoacid metabolism	GO_0046144	D-alanine family amino acid metabolic process
RCV_000058	aminoacid metabolism	GO_0046436	D-alanine metabolic process
RCV_000058	aminoacid metabolism	GO_0046437	D-amino acid biosynthetic process
RCV_000058	aminoacid metabolism	GO_0019478	D-amino acid catabolic process
RCV_000058	aminoacid metabolism	GO_0046416	D-amino acid metabolic process
RCV_000058	aminoacid metabolism	GO_0042940	D-amino acid transport
RCV_000058	aminoacid metabolism	GO_0033055	D-arginine metabolic process
RCV_000058	aminoacid metabolism	GO_0019447	D-cysteine catabolic process
RCV_000058	aminoacid metabolism	GO_0046438	D-cysteine metabolic process
RCV_000058	aminoacid metabolism	GO_0033054	D-glutamate metabolic process
RCV_000058	aminoacid metabolism	GO_0033053	D-glutamine metabolic process
RCV_000058	aminoacid metabolism	GO_1900833	D-leucine biosynthetic process
RCV_000058	aminoacid metabolism	GO_1900832	D-leucine catabolic process
RCV_000058	aminoacid metabolism	GO_1900831	D-leucine metabolic process
RCV_000058	aminoacid metabolism	GO_0019476	D-lysine catabolic process
RCV_000058	aminoacid metabolism	GO_0046441	D-lysine metabolic process
RCV_000058	aminoacid metabolism	GO_0033056	D-ornithine metabolic process
RCV_000058	aminoacid metabolism	GO_0070179	D-serine biosynthetic process
