Roche CV	GO term name	GO term ID	
transcription	transcriptional start site selection at RNA polymerase III promoter	GO:0001175
transcription	transcriptional start site selection at bacterial-type RNA polymerase promoter	GO:0001176
TRAIL production	TRAIL biosynthetic process	GO:0045553
TRAIL production	TRAIL production	GO:0032639
TRAIL production	TRAIL receptor 1 biosynthetic process	GO:0045558
TRAIL production	TRAIL receptor 2 biosynthetic process	GO:0045559
TRAIL production	TRAIL receptor biosynthetic process	GO:0045557
trachea	trachea cartilage development	GO:0060534
trachea	trachea cartilage morphogenesis	GO:0060535
trachea	trachea development	GO:0060438
trachea	trachea formation	GO:0060440
trachea	trachea gland development	GO:0061153
trachea	trachea morphogenesis	GO:0060439
trachea	trachea submucosa development	GO:0061152
trachea	tracheal outgrowth, open tracheal system	GO:0007426
trachea	tracheal pit formation in open tracheal system	GO:0035202
toluene metabolism	toluene biosynthetic process	GO:0046252
toluene metabolism	toluene catabolic process	GO:0042203
toluene metabolism	toluene metabolic process	GO:0018970
toluene metabolism	toluene oxidation	GO:0019600
toluene metabolism	toluene oxidation to catechol	GO:0019604
toluene metabolism	toluene oxidation via 2-hydroxytoluene	GO:0019601
toluene metabolism	toluene oxidation via 3-hydroxytoluene	GO:0019602
toluene metabolism	toluene oxidation via 4-hydroxytoluene	GO:0019603
toluene metabolism	toluene oxidation via toluene-cis-1,2-dihydrodiol	GO:0019696
toluene metabolism	toluene-4-sulfonate biosynthetic process	GO:0046268
toluene metabolism	toluene-4-sulfonate catabolic process	GO:0046269
toluene metabolism	toluene-4-sulfonate metabolic process	GO:0018972
toluene metabolism	toluene-containing compound catabolic process	GO:0072491
toluene metabolism	toluene-containing compound metabolic process	GO:0072490
TNF pathway	tumor necrosis factor (ligand) superfamily member 11 production	GO:0072535
TNF pathway	tumor necrosis factor biosynthetic process	GO:0042533
TNF pathway	tumor necrosis factor production	GO:0032640
TNF pathway	tumor necrosis factor superfamily cytokine production	GO:0071706
TNF pathway	tumor necrosis factor-mediated signaling pathway	GO:0033209
TLRx pathway	MyD88-dependent toll-like receptor 2 signaling pathway	GO:0035661
TLRx pathway	MyD88-dependent toll-like receptor 4 signaling pathway	GO:0035660
TLRx pathway	MyD88-dependent toll-like receptor signaling pathway	GO:0002755
TLRx pathway	MyD88-independent toll-like receptor signaling pathway	GO:0002756
TLRx pathway	TIRAP-dependent toll-like receptor 4 signaling pathway	GO:0035665
TLRx pathway	TIRAP-dependent toll-like receptor signaling pathway	GO:0035664
TLRx pathway	TRAM-dependent toll-like receptor 4 signaling pathway	GO:0035669
TLRx pathway	TRAM-dependent toll-like receptor signaling pathway	GO:0035668
TLRx pathway	TRIF-dependent toll-like receptor 4 signaling pathway	GO:0035667
TLRx pathway	TRIF-dependent toll-like receptor signaling pathway	GO:0035666
TLRx pathway	Toll signaling pathway	GO:0008063
TLRx pathway	negative regulation of MyD88-dependent toll-like receptor signaling pathway	GO:0034125
TLRx pathway	negative regulation of MyD88-independent toll-like receptor signaling pathway	GO:0034128
TLRx pathway	negative regulation of Toll signaling pathway	GO:0045751
TLRx pathway	negative regulation of toll-like receptor 1 signaling pathway	GO:0034132
TLRx pathway	negative regulation of toll-like receptor 10 signaling pathway	GO:0034168
TLRx pathway	negative regulation of toll-like receptor 11 signaling pathway	GO:0034172
TLRx pathway	negative regulation of toll-like receptor 12 signaling pathway	GO:0034176
TLRx pathway	negative regulation of toll-like receptor 13 signaling pathway	GO:0034180
TLRx pathway	negative regulation of toll-like receptor 15 signaling pathway	GO:2000441
TLRx pathway	negative regulation of toll-like receptor 2 signaling pathway	GO:0034136
TLRx pathway	negative regulation of toll-like receptor 21 signaling pathway	GO:2000444
TLRx pathway	negative regulation of toll-like receptor 3 signaling pathway	GO:0034140
TLRx pathway	negative regulation of toll-like receptor 4 signaling pathway	GO:0034144
TLRx pathway	negative regulation of toll-like receptor 5 signaling pathway	GO:0034148
TLRx pathway	negative regulation of toll-like receptor 6 signaling pathway	GO:0034152
TLRx pathway	negative regulation of toll-like receptor 7 signaling pathway	GO:0034156
TLRx pathway	negative regulation of toll-like receptor 8 signaling pathway	GO:0034160
TLRx pathway	negative regulation of toll-like receptor 9 signaling pathway	GO:0034164
TLRx pathway	negative regulation of toll-like receptor signaling pathway	GO:0034122
TLRx pathway	positive regulation of MyD88-dependent toll-like receptor signaling pathway	GO:0034126
TLRx pathway	positive regulation of MyD88-independent toll-like receptor signaling pathway	GO:0034129
TLRx pathway	positive regulation of Toll signaling pathway	GO:0045752
TLRx pathway	positive regulation of toll-like receptor 1 signaling pathway	GO:0034133
TLRx pathway	positive regulation of toll-like receptor 10 signaling pathway	GO:0034169
TLRx pathway	positive regulation of toll-like receptor 11 signaling pathway	GO:0034173
TLRx pathway	positive regulation of toll-like receptor 12 signaling pathway	GO:0034177
TLRx pathway	positive regulation of toll-like receptor 13 signaling pathway	GO:0034181
TLRx pathway	positive regulation of toll-like receptor 15 signaling pathway	GO:2000442
TLRx pathway	positive regulation of toll-like receptor 2 signaling pathway	GO:0034137
TLRx pathway	positive regulation of toll-like receptor 21 signaling pathway	GO:2000445
TLRx pathway	positive regulation of toll-like receptor 3 signaling pathway	GO:0034141
TLRx pathway	positive regulation of toll-like receptor 4 signaling pathway	GO:0034145
TLRx pathway	positive regulation of toll-like receptor 5 signaling pathway	GO:0034149
TLRx pathway	positive regulation of toll-like receptor 6 signaling pathway	GO:0034153
TLRx pathway	positive regulation of toll-like receptor 7 signaling pathway	GO:0034157
TLRx pathway	positive regulation of toll-like receptor 8 signaling pathway	GO:0034161
TLRx pathway	positive regulation of toll-like receptor 9 signaling pathway	GO:0034165
TLRx pathway	positive regulation of toll-like receptor 9 signaling pathway by B cell receptor internalization	GO:1901245
TLRx pathway	positive regulation of toll-like receptor signaling pathway	GO:0034123
TLRx pathway	regulation of MyD88-dependent toll-like receptor signaling pathway	GO:0034124
TLRx pathway	regulation of MyD88-independent toll-like receptor signaling pathway	GO:0034127
TLRx pathway	regulation of Toll signaling pathway	GO:0008592
TLRx pathway	regulation of toll-like receptor 1 signaling pathway	GO:0034131
TLRx pathway	regulation of toll-like receptor 10 signaling pathway	GO:0034167
TLRx pathway	regulation of toll-like receptor 11 signaling pathway	GO:0034171
TLRx pathway	regulation of toll-like receptor 12 signaling pathway	GO:0034175
TLRx pathway	regulation of toll-like receptor 13 signaling pathway	GO:0034179
TLRx pathway	regulation of toll-like receptor 15 signaling pathway	GO:2000440
TLRx pathway	regulation of toll-like receptor 2 signaling pathway	GO:0034135
TLRx pathway	regulation of toll-like receptor 21 signaling pathway	GO:2000443
TLRx pathway	regulation of toll-like receptor 3 signaling pathway	GO:0034139
TLRx pathway	regulation of toll-like receptor 4 signaling pathway	GO:0034143
TLRx pathway	regulation of toll-like receptor 5 signaling pathway	GO:0034147
TLRx pathway	regulation of toll-like receptor 6 signaling pathway	GO:0034151
TLRx pathway	regulation of toll-like receptor 7 signaling pathway	GO:0034155
TLRx pathway	regulation of toll-like receptor 8 signaling pathway	GO:0034159
TLRx pathway	regulation of toll-like receptor 9 signaling pathway	GO:0034163
TLRx pathway	regulation of toll-like receptor signaling pathway	GO:0034121
TLRx pathway	toll-like receptor 1 signaling pathway	GO:0034130
TLRx pathway	toll-like receptor 10 signaling pathway	GO:0034166
TLRx pathway	toll-like receptor 11 signaling pathway	GO:0034170
TLRx pathway	toll-like receptor 12 signaling pathway	GO:0034174
TLRx pathway	toll-like receptor 13 signaling pathway	GO:0034178
TLRx pathway	toll-like receptor 15 signaling pathway	GO:0035681
TLRx pathway	toll-like receptor 2 signaling pathway	GO:0034134
TLRx pathway	toll-like receptor 21 signaling pathway	GO:0035682
TLRx pathway	toll-like receptor 3 signaling pathway	GO:0034138
TLRx pathway	toll-like receptor 4 signaling pathway	GO:0034142
TLRx pathway	toll-like receptor 5 signaling pathway	GO:0034146
TLRx pathway	toll-like receptor 6 signaling pathway	GO:0034150
TLRx pathway	toll-like receptor 7 signaling pathway	GO:0034154
TLRx pathway	toll-like receptor 8 signaling pathway	GO:0034158
TLRx pathway	toll-like receptor 9 signaling pathway	GO:0034162
TLRx pathway	toll-like receptor TLR1:TLR2 signaling pathway	GO:0038123
TLRx pathway	toll-like receptor TLR6:TLR2 signaling pathway	GO:0038124
TLRx pathway	toll-like receptor signaling pathway	GO:0002224
thyroid	thyroid gland development	GO:0030878
thyroid	thyroid hormone catabolic process	GO:0042404
thyroid	thyroid hormone generation	GO:0006590
thyroid	thyroid hormone mediated signaling pathway	GO:0002154
thyroid	thyroid hormone metabolic process	GO:0042403
thyroid	thyroid hormone transport	GO:0070327
thyroid	thyroid-stimulating hormone secretion	GO:0070460
thyroid	thyroid-stimulating hormone-secreting cell development	GO:0060130
thyroid	thyroid-stimulating hormone-secreting cell differentiation	GO:0060129
thymus	thymic stromal lymphopoietin production	GO:0071925
thymus	thymocyte aggregation	GO:0071594
thymus	thymocyte apoptotic process	GO:0070242
thymus	thymocyte migration	GO:0072679
thymus	thymus development	GO:0048538
thymine metabolism	thymidine biosynthetic process	GO:0046105
thymine metabolism	thymidine catabolic process	GO:0006214
thymine metabolism	thymidine metabolic process	GO:0046104
thymine metabolism	thymidylate synthase biosynthetic process	GO:0050757
thymine metabolism	thymine biosynthetic process	GO:0046106
thymine metabolism	thymine catabolic process	GO:0006210
thymine metabolism	thymine metabolic process	GO:0019859
thymine metabolism	thymine transport	GO:0035364
thiamin metabolism	thiamine biosynthetic process	GO:0009228
thiamin metabolism	thiamine catabolic process	GO:0009230
thiamin metabolism	thiamine diphosphate biosynthetic process	GO:0009229
thiamin metabolism	thiamine diphosphate catabolic process	GO:0042358
thiamin metabolism	thiamine diphosphate dephosphorylation	GO:0042370
thiamin metabolism	thiamine diphosphate metabolic process	GO:0042357
thiamin metabolism	thiamine metabolic process	GO:0006772
thiamin metabolism	thiamine pyrophosphate transport	GO:0030974
thiamin metabolism	thiamine salvage	GO:0036172
thiamin metabolism	thiamine transmembrane transport	GO:0071934
thiamin metabolism	thiamine transport	GO:0015888
thiamin metabolism	thiamine-containing compound biosynthetic process	GO:0042724
thiamin metabolism	thiamine-containing compound catabolic process	GO:0042725
thiamin metabolism	thiamine-containing compound metabolic process	GO:0042723
TGF beta pathway	cellular response to transforming growth factor beta stimulus	GO:0071560
TGF beta pathway	negative regulation of transforming growth factor beta production	GO:0071635
TGF beta pathway	negative regulation of transforming growth factor beta receptor signaling pathway	GO:0030512
TGF beta pathway	negative regulation of transforming growth factor beta receptor signaling pathway involved in primitive streak formation	GO:0090012
TGF beta pathway	negative regulation of transforming growth factor beta1 production	GO:0032911
TGF beta pathway	negative regulation of transforming growth factor beta2 production	GO:0032912
TGF beta pathway	negative regulation of transforming growth factor beta3 production	GO:0032913
TGF beta pathway	negative regulation of trophoblast cell differentiation by transforming growth factor beta signaling pathway	GO:0060801
TGF beta pathway	positive regulation of transforming growth factor beta production	GO:0071636
TGF beta pathway	positive regulation of transforming growth factor beta receptor signaling pathway	GO:0030511
TGF beta pathway	positive regulation of transforming growth factor beta1 production	GO:0032914
TGF beta pathway	positive regulation of transforming growth factor beta2 production	GO:0032915
TGF beta pathway	positive regulation of transforming growth factor beta3 production	GO:0032916
TGF beta pathway	regulation of transforming growth factor beta production	GO:0071634
TGF beta pathway	regulation of transforming growth factor beta receptor signaling pathway	GO:0017015
TGF beta pathway	regulation of transforming growth factor beta receptor signaling pathway involved in determination of lateral mesoderm left/right asymmetry	GO:0035465
TGF beta pathway	regulation of transforming growth factor beta receptor signaling pathway involved in primitive streak formation	GO:0090013
TGF beta pathway	regulation of transforming growth factor beta1 production	GO:0032908
TGF beta pathway	regulation of transforming growth factor beta2 production	GO:0032909
TGF beta pathway	regulation of transforming growth factor beta3 production	GO:0032910
TGF beta pathway	response to transforming growth factor beta	GO:0071559
TGF beta pathway	sequestering of TGFbeta from receptor via TGFbeta binding	GO:0038105
TGF beta pathway	transforming growth factor beta ligand binding to type I receptor	GO:0008259
TGF beta pathway	transforming growth factor beta ligand binding to type II receptor	GO:0007180
TGF beta pathway	transforming growth factor beta production	GO:0071604
TGF beta pathway	transforming growth factor beta receptor complex assembly	GO:0007181
TGF beta pathway	transforming growth factor beta receptor signaling pathway	GO:0007179
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in axial mesodermal cell fate specification	GO:0060822
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in determination of lateral mesoderm left/right asymmetry	GO:0003141
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in determination of left/right asymmetry	GO:0035463
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in endodermal cell fate specification	GO:0060799
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in heart jogging	GO:0003302
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in mesodermal cell fate specification	GO:0060798
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in neural plate anterior/posterior pattern formation	GO:0060826
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in primary germ layer cell fate commitment	GO:0060797
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in primitive streak formation	GO:0090010
TGF beta pathway	transforming growth factor beta receptor signaling pathway involved in regulation of multicellular organism growth	GO:1901048
TGF beta pathway	transforming growth factor beta1 production	GO:0032905
TGF beta pathway	transforming growth factor beta2 production	GO:0032906
TGF beta pathway	transforming growth factor beta3 production	GO:0032907
TGF beta pathway	transforming growth factor receptor beta signaling pathway involved in oral/aboral axis specification	GO:0060835
TGF beta pathway	transforming growth factor-beta secretion	GO:0038044
terpenoid	terpenoid biosynthetic process	GO:0016114
terpenoid	terpenoid biosynthetic process, mevalonate-dependent	GO:0051485
terpenoid	terpenoid biosynthetic process, mevalonate-independent	GO:0051483
terpenoid	terpenoid catabolic process	GO:0016115
terpenoid	terpenoid indole alkaloid biosynthetic process	GO:0009709
terpenoid	terpenoid indole alkaloid metabolic process	GO:0046447
terpenoid	terpenoid metabolic process	GO:0006721
terpenoid	terpenoid transport	GO:0046865
telomere	telomerase catalytic core complex	GO:0000333
telomere	telomere assembly	GO:0032202
telomere	telomere binding	GO:0007003
telomere	telomere capping	GO:0016233
telomere	telomere formation via telomerase	GO:0032203
telomere	telomere localization	GO:0034397
telomere	telomere maintenance	GO:0000723
telomere	telomere maintenance in response to DNA damage	GO:0043247
telomere	telomere maintenance via recombination	GO:0000722
telomere	telomere maintenance via semi-conservative replication	GO:0032201
telomere	telomere maintenance via telomerase	GO:0007004
telomere	telomere maintenance via telomere lengthening	GO:0010833
telomere	telomere maintenance via telomere shortening	GO:0010834
telomere	telomere organization	GO:0032200
telomere	telomere tethering at nuclear periphery	GO:0034398
telomere	telomeric 3' overhang formation	GO:0031860
telomere	telomeric heterochromatin assembly	GO:0031509
telomere	telomeric loop formation	GO:0031627
telomere	telosome assembly	GO:0071573
telomere	template for synthesis of G-rich strand of telomere DNA activity	GO:0000332
TCA metabolism	tricarboxylic acid biosynthetic process	GO:0072351
TCA metabolism	tricarboxylic acid catabolic process	GO:0072352
TCA metabolism	tricarboxylic acid cycle	GO:0006099
TCA metabolism	tricarboxylic acid cycle intermediate metabolic process	GO:0006100
TCA metabolism	tricarboxylic acid metabolic process	GO:0072350
TCA metabolism	tricarboxylic acid transmembrane transport	GO:0035674
TCA metabolism	tricarboxylic acid transport	GO:0006842
taxis	Roundabout signaling pathway involved in muscle cell chemotaxis toward tendon cell	GO:2001283
taxis	aerotaxis	GO:0009454
taxis	aerotaxis in environment of other organism involved in symbiotic interaction	GO:0052217
taxis	aerotaxis in host	GO:0052137
taxis	aerotaxis in host environment	GO:0052117
taxis	aerotaxis in other organism involved in symbiotic interaction	GO:0052237
taxis	aerotaxis on or near host	GO:0052138
taxis	aerotaxis on or near other organism involved in symbiotic interaction	GO:0052238
taxis	cell chemotaxis	GO:0060326
taxis	cell chemotaxis involved in Malpighian tubule morphogenesis	GO:0061352
taxis	cell chemotaxis to angiotensin	GO:0071434
taxis	cellular response to calcium ion involved in chemotaxis to cAMP	GO:1900014
taxis	cellular response to potassium ion involved in chemotaxis to cAMP	GO:1900013
taxis	chemotaxis	GO:0006935
taxis	chemotaxis in environment of other organism involved in symbiotic interaction	GO:0052216
taxis	chemotaxis in host environment	GO:0052116
taxis	chemotaxis in other organism involved in symbiotic interaction	GO:0052242
taxis	chemotaxis on or near host involved in symbiotic interaction	GO:0052143
taxis	chemotaxis on or near other organism involved in symbiotic interaction	GO:0052243
taxis	chemotaxis to arachidonic acid	GO:0034670
taxis	chemotaxis to cAMP	GO:0043327
taxis	chemotaxis to folate	GO:0043326
taxis	chemotaxis to oxidizable substrate	GO:0042333
taxis	chemotaxis within host	GO:0052142
taxis	energy taxis	GO:0009453
taxis	energy taxis in environment of other organism involved in symbiotic interaction	GO:0052215
taxis	energy taxis in host environment	GO:0052115
taxis	energy taxis in other organism involved in symbiotic interaction	GO:0052224
taxis	energy taxis on or near host	GO:0052125
taxis	energy taxis on or near other organism involved in symbiotic interaction	GO:0052225
taxis	energy taxis within host	GO:0052124
taxis	gravitaxis	GO:0042332
taxis	negative aerotaxis	GO:0052130
taxis	negative aerotaxis in environment of other organism involved in symbiotic interaction	GO:0052222
taxis	negative aerotaxis in host	GO:0052135
taxis	negative aerotaxis in host environment	GO:0052122
taxis	negative aerotaxis in other organism involved in symbiotic interaction	GO:0052235
taxis	negative aerotaxis on or near host	GO:0052134
taxis	negative aerotaxis on or near other organism involved in symbiotic interaction	GO:0052234
taxis	negative chemotaxis	GO:0050919
taxis	negative chemotaxis in environment of other organism involved in symbiotic interaction	GO:0052223
taxis	negative chemotaxis in host	GO:0052139
taxis	negative chemotaxis in host environment	GO:0052123
taxis	negative chemotaxis in other organism involved in symbiotic interaction	GO:0052239
taxis	negative chemotaxis on or near host	GO:0052136
taxis	negative chemotaxis on or near other organism involved in symbiotic interaction	GO:0052236
taxis	negative energy taxis	GO:0052129
taxis	negative energy taxis in environment of other organism involved in symbiotic interaction	GO:0052219
taxis	negative energy taxis in host	GO:0052144
taxis	negative energy taxis in host environment	GO:0052119
taxis	negative energy taxis in other organism involved in symbiotic interaction	GO:0052244
taxis	negative energy taxis on or near host	GO:0052145
taxis	negative energy taxis on or near other organism involved in symbiotic interaction	GO:0052245
taxis	negative gravitaxis	GO:0048060
taxis	negative phototaxis	GO:0046957
taxis	negative regulation of B cell chemotaxis	GO:2000550
taxis	negative regulation of astrocyte chemotaxis	GO:2000459
taxis	negative regulation of chemotaxis	GO:0050922
taxis	negative regulation of eosinophil chemotaxis	GO:2000423
taxis	negative regulation of granulocyte chemotaxis	GO:0071623
taxis	negative regulation of leukocyte chemotaxis	GO:0002689
taxis	negative regulation of monocyte chemotaxis	GO:0090027
taxis	negative regulation of muscle cell chemotaxis toward tendon cell	GO:2001282
taxis	negative regulation of negative chemotaxis	GO:0050925
taxis	negative regulation of neutrophil chemotaxis	GO:0090024
taxis	negative regulation of positive chemotaxis	GO:0050928
taxis	negative regulation of positive chemotaxis to cAMP	GO:0061123
taxis	negative regulation of positive chemotaxis to cAMP by DIF-1	GO:0061127
taxis	negative regulation of positive chemotaxis to cAMP by DIF-2	GO:0061129
taxis	negative regulation of positive chemotaxis to cAMP by chlorinated alkylphenone	GO:0061125
taxis	phototaxis	GO:0042331
taxis	positive aerotaxis	GO:0052131
taxis	positive aerotaxis in environment of other organism involved in symbiotic interaction	GO:0052220
taxis	positive aerotaxis in host	GO:0052133
taxis	positive aerotaxis in host environment	GO:0052120
taxis	positive aerotaxis in other organism involved in symbiotic interaction	GO:0052233
taxis	positive aerotaxis on or near host	GO:0052132
taxis	positive aerotaxis on or near other organism involved in symbiotic interaction	GO:0052232
taxis	positive chemotaxis	GO:0050918
taxis	positive chemotaxis in environment of other organism involved in symbiotic interaction	GO:0052221
taxis	positive chemotaxis in host	GO:0052140
taxis	positive chemotaxis in host environment	GO:0052121
taxis	positive chemotaxis in other organism involved in symbiotic interaction	GO:0052240
taxis	positive chemotaxis on or near host	GO:0052141
taxis	positive chemotaxis on or near other organism involved in symbiotic interaction	GO:0052241
taxis	positive energy taxis	GO:0052128
taxis	positive energy taxis in environment of other organism involved in symbiotic interaction	GO:0052218
taxis	positive energy taxis in host	GO:0052147
taxis	positive energy taxis in host environment	GO:0052118
taxis	positive energy taxis in other organism involved in symbiotic interaction	GO:0052247
taxis	positive energy taxis on or near host	GO:0052146
taxis	positive energy taxis on or near other organism involved in symbiotic interaction	GO:0052246
taxis	positive gravitaxis	GO:0048061
taxis	positive phototaxis	GO:0046956
taxis	positive regulation of B cell chemotaxis	GO:2000538
taxis	positive regulation of astrocyte chemotaxis	GO:2000464
taxis	positive regulation of chemotaxis	GO:0050921
taxis	positive regulation of chemotaxis to cAMP by DIF-2	GO:0061128
taxis	positive regulation of eosinophil chemotaxis	GO:2000424
taxis	positive regulation of granulocyte chemotaxis	GO:0071624
taxis	positive regulation of leukocyte chemotaxis	GO:0002690
taxis	positive regulation of monocyte chemotaxis	GO:0090026
taxis	positive regulation of negative chemotaxis	GO:0050924
taxis	positive regulation of neutrophil chemotaxis	GO:0090023
taxis	positive regulation of positive chemotaxis	GO:0050927
taxis	positive regulation of positive chemotaxis to cAMP	GO:0061122
taxis	positive regulation of positive chemotaxis to cAMP by DIF-1	GO:0061126
taxis	positive regulation of positive chemotaxis to cAMP by chlorinated alkylphenone	GO:0061124
taxis	redox taxis	GO:0009455
taxis	regulation of B cell chemotaxis	GO:2000537
taxis	regulation of astrocyte chemotaxis	GO:2000458
taxis	regulation of chemotaxis	GO:0050920
taxis	regulation of eosinophil chemotaxis	GO:2000422
taxis	regulation of granulocyte chemotaxis	GO:0071622
taxis	regulation of leukocyte chemotaxis	GO:0002688
taxis	regulation of monocyte chemotaxis	GO:0090025
taxis	regulation of muscle cell chemotaxis toward tendon cell	GO:2001281
taxis	regulation of negative chemotaxis	GO:0050923
taxis	regulation of neutrophil chemotaxis	GO:0090022
taxis	regulation of positive chemotaxis	GO:0050926
taxis	regulation of positive chemotaxis to cAMP	GO:0061118
taxis	regulation of positive chemotaxis to cAMP by DIF-1	GO:0061120
taxis	regulation of positive chemotaxis to cAMP by DIF-2	GO:0061121
taxis	regulation of positive chemotaxis to cAMP by chlorinated alkylphenone	GO:0061119
taxis	taxis	GO:0042330
taxis	taxis to electron acceptor	GO:0042334
taxis	thermotaxis	GO:0043052
taxis	thigmotaxis	GO:0001966
T helper	T-helper 1 cell activation	GO:0035711
T helper	T-helper 1 cell chemotaxis	GO:0035706
T helper	T-helper 1 cell cytokine production	GO:0035744
T helper	T-helper 1 cell diapedesis	GO:0035688
T helper	T-helper 1 cell differentiation	GO:0045063
T helper	T-helper 1 cell extravasation	GO:0035687
T helper	T-helper 1 cell lineage commitment	GO:0002296
T helper	T-helper 17 cell chemotaxis	GO:0035705
T helper	T-helper 17 cell differentiation	GO:0072539
T helper	T-helper 17 cell extravasation	GO:0035699
T helper	T-helper 17 cell lineage commitment	GO:0072540
T helper	T-helper 2 cell activation	GO:0035712
T helper	T-helper 2 cell chemotaxis	GO:0035707
T helper	T-helper 2 cell cytokine production	GO:0035745
T helper	T-helper 2 cell differentiation	GO:0045064
T helper	T-helper 2 cell lineage commitment	GO:0002297
T helper	T-helper cell differentiation	GO:0042093
T helper	T-helper cell lineage commitment	GO:0002295
T helper	helper T cell chemotaxis	GO:0035704
T helper	helper T cell diapedesis	GO:0035685
T helper	helper T cell extravasation	GO:0035684
T cells	CD4-positive gamma-delta intraepithelial T cell differentiation	GO:0002306
T cells	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	GO:0043369
T cells	CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation	GO:0002361
T cells	CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	GO:0002362
T cells	CD4-positive, alpha-beta T cell activation	GO:0035710
T cells	CD4-positive, alpha-beta T cell costimulation	GO:0035783
T cells	CD4-positive, alpha-beta T cell cytokine production	GO:0035743
T cells	CD4-positive, alpha-beta T cell differentiation	GO:0043367
T cells	CD4-positive, alpha-beta T cell lineage commitment	GO:0043373
T cells	CD4-positive, alpha-beta T cell proliferation	GO:0035739
T cells	CD4-positive, alpha-beta intraepithelial T cell differentiation	GO:0002301
T cells	CD8-positive, alpha-beta T cell activation	GO:0036037
T cells	CD8-positive, alpha-beta T cell differentiation	GO:0043374
T cells	CD8-positive, alpha-beta T cell extravasation	GO:0035697
T cells	CD8-positive, alpha-beta T cell lineage commitment	GO:0043375
T cells	CD8-positive, alpha-beta T cell proliferation	GO:0035740
T cells	CD8-positive, alpha-beta cytotoxic T cell differentiation	GO:0002308
T cells	CD8-positive, alpha-beta cytotoxic T cell extravasation	GO:0035698
T cells	CD8-positive, alpha-beta intraepithelial T cell differentiation	GO:0002300
T cells	CD8-positive, alpha-beta regulatory T cell differentiation	GO:0002307
T cells	CD8-positive, gamma-delta intraepithelial T cell differentiation	GO:0002305
T cells	T cell activation	GO:0042110
T cells	T cell activation of signal transmission via diffusible molecule	GO:0023018
T cells	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	GO:0002291
T cells	T cell aggregation	GO:0070489
T cells	T cell anergy	GO:0002870
T cells	T cell antigen processing and presentation	GO:0002457
T cells	T cell apoptotic process	GO:0070231
T cells	T cell chemotaxis	GO:0010818
T cells	T cell costimulation	GO:0031295
T cells	T cell cytokine production	GO:0002369
T cells	T cell differentiation	GO:0030217
T cells	T cell differentiation in thymus	GO:0033077
T cells	T cell extravasation	GO:0072683
T cells	T cell homeostasis	GO:0043029
T cells	T cell homeostatic proliferation	GO:0001777
T cells	T cell inhibitory signaling pathway	GO:0002770
T cells	T cell lineage commitment	GO:0002360
T cells	T cell mediated cytotoxicity	GO:0001913
T cells	T cell mediated cytotoxicity directed against tumor cell target	GO:0002419
T cells	T cell mediated immunity	GO:0002456
T cells	T cell migration	GO:0072678
T cells	T cell proliferation	GO:0042098
T cells	T cell receptor V(D)J recombination	GO:0033153
T cells	T cell receptor signaling pathway	GO:0050852
T cells	T cell secretory granule organization	GO:0033371
T cells	T cell selection	GO:0045058
T cells	T cell tolerance induction	GO:0002517
T cells	T cell tolerance induction in mucosal-associated lymphoid tissue	GO:0002403
T cells	T cell tolerance induction to tumor cell	GO:0002411
T cells	alpha-beta T cell activation	GO:0046631
T cells	alpha-beta T cell activation by superantigen	GO:0042722
T cells	alpha-beta T cell differentiation	GO:0046632
T cells	alpha-beta T cell lineage commitment	GO:0002363
T cells	alpha-beta T cell proliferation	GO:0046633
T cells	alpha-beta intraepithelial T cell differentiation	GO:0002299
T cells	central T cell tolerance induction	GO:0002512
T cells	cytotoxic T cell degranulation	GO:0043316
T cells	cytotoxic T cell differentiation	GO:0045065
T cells	establishment of T cell polarity	GO:0001768
T cells	establishment of granzyme B localization to T cell secretory granule	GO:0033381
T cells	establishment of protease localization to T cell secretory granule	GO:0033378
T cells	establishment of protein localization to T cell secretory granule	GO:0033376
T cells	extrathymic T cell differentiation	GO:0033078
T cells	extrathymic T cell selection	GO:0045062
T cells	gamma-delta T cell activation	GO:0046629
T cells	gamma-delta T cell differentiation	GO:0042492
T cells	gamma-delta T cell lineage commitment	GO:0002365
T cells	gamma-delta T cell proliferation	GO:0046630
T cells	gamma-delta intraepithelial T cell differentiation	GO:0002304
T cells	granzyme B localization to T cell secretory granule	GO:0033380
T cells	immature T cell proliferation	GO:0033079
T cells	immature T cell proliferation in thymus	GO:0033080
T cells	initiation of T cell receptor signaling	GO:0023009
T cells	initiation of T cell receptor signaling by binding of a MHC complex to T cell receptor	GO:0023012
T cells	ligand binding to T cell receptor	GO:0023007
T cells	maintenance of granzyme B location in T cell secretory granule	GO:0033382
T cells	maintenance of protease location in T cell secretory granule	GO:0033379
T cells	maintenance of protein location in T cell secretory granule	GO:0033377
