RCV_ID	RCV_NAME	GO_ID	GO_NAME	STATUS
RCV_000088	bone	GO_1900159	positive regulation of bone mineralization involved in bone maturation	1
RCV_000088	bone	GO_0046852	positive regulation of bone remodeling	1
RCV_000088	bone	GO_0045780	positive regulation of bone resorption	1
RCV_000088	bone	GO_1900156	positive regulation of bone trabecula formation	1
RCV_000088	bone	GO_0030500	regulation of bone mineralization	1
RCV_000088	bone	GO_1900157	regulation of bone mineralization involved in bone maturation	1
RCV_000088	bone	GO_0046850	regulation of bone remodeling	1
RCV_000088	bone	GO_0045124	regulation of bone resorption	1
RCV_000088	bone	GO_1900154	regulation of bone trabecula formation	1
RCV_000088	bone	GO_0061035	regulation of cartilage development	1
RCV_000088	bone	GO_0003437	regulation of cell communication involved in growth plate cartilage morphogenesis	1
RCV_000088	bone	GO_0061181	regulation of chondrocyte development	1
RCV_000088	bone	GO_0032330	regulation of chondrocyte differentiation	1
RCV_000088	bone	GO_1900220	semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis	1
RCV_000088	bone	GO_0060343	trabecula formation	1
RCV_000088	bone	GO_0061383	trabecula morphogenesis	1
RCV_000088	bone	GO_0002930	trabecular meshwork development	1
RCV_000089	bone marrow	GO_0048539	bone marrow development	1
RCV_000090	brain	GO_0021841	chemoattraction involved in interneuron migration from the subpallium to the cortex	1
RCV_000090	brain	GO_0021842	chemorepulsion involved in interneuron migration from the subpallium to the cortex	1
RCV_000090	brain	GO_0021840	directional guidance of interneurons involved in migration from the subpallium to the cortex	1
RCV_000090	brain	GO_0060856	establishment of blood-brain barrier	1
RCV_000090	brain	GO_0021830	interneuron migration from the subpallium to the cortex	1
RCV_000090	brain	GO_0021839	interneuron-substratum interaction involved in interneuron migration from the subpallium to the cortex	1
RCV_000090	brain	GO_0035633	maintenance of blood-brain barrier	1
RCV_000090	brain	GO_0021838	motogenic signaling involved in interneuron migration from the subpallium to the cortex	1
RCV_000090	brain	GO_0090212	negative regulation of establishment of blood-brain barrier	1
RCV_000090	brain	GO_0021769	orbitofrontal cortex development	1
RCV_000090	brain	GO_0090211	positive regulation of establishment of blood-brain barrier	1
RCV_000090	brain	GO_0090210	regulation of establishment of blood-brain barrier	1
RCV_000090	brain	GO_0022029	telencephalon cell migration	1
RCV_000090	brain	GO_0021537	telencephalon development	1
RCV_000090	brain	GO_0021978	telencephalon regionalization	1
RCV_000091	brain development	GO_0021541	ammon gyrus development	1
RCV_000091	brain development	GO_0021764	amygdala development	1
RCV_000091	brain development	GO_0007420	brain development	1
RCV_000091	brain development	GO_0048854	brain morphogenesis	1
RCV_000091	brain development	GO_0035284	brain segmentation	1
RCV_000091	brain development	GO_0003360	brainstem development	1
RCV_000091	brain development	GO_0021949	brainstem precerebellar neuron precursor migration	1
RCV_000091	brain development	GO_0021533	cell differentiation in hindbrain	1
RCV_000091	brain development	GO_0021535	cell migration in hindbrain	1
RCV_000091	brain development	GO_0021846	cell proliferation in forebrain	1
RCV_000091	brain development	GO_0021534	cell proliferation in hindbrain	1
RCV_000091	brain development	GO_0021923	cell proliferation in hindbrain ventricular zone	1
RCV_000091	brain development	GO_0033278	cell proliferation in midbrain	1
RCV_000091	brain development	GO_0021894	cerebral cortex GABAergic interneuron development	1
RCV_000091	brain development	GO_0021892	cerebral cortex GABAergic interneuron differentiation	1
RCV_000091	brain development	GO_0021893	cerebral cortex GABAergic interneuron fate commitment	1
RCV_000091	brain development	GO_0021853	cerebral cortex GABAergic interneuron migration	1
RCV_000091	brain development	GO_0021795	cerebral cortex cell migration	1
RCV_000091	brain development	GO_0021987	cerebral cortex development	1
RCV_000091	brain development	GO_0021895	cerebral cortex neuron differentiation	1
RCV_000091	brain development	GO_0021799	cerebral cortex radially oriented cell migration	1
RCV_000091	brain development	GO_0021796	cerebral cortex regionalization	1
RCV_000091	brain development	GO_0021800	cerebral cortex tangential migration	1
RCV_000091	brain development	GO_0021823	cerebral cortex tangential migration using cell-cell interactions	1
RCV_000091	brain development	GO_0021765	cingulate gyrus development	1
RCV_000091	brain development	GO_0021898	commitment of multipotent stem cells to neuronal lineage in forebrain	1
RCV_000091	brain development	GO_0021902	commitment of neuronal cell to specific neuron type in forebrain	1
RCV_000091	brain development	GO_0021862	early neuron differentiation in forebrain	1
RCV_000091	brain development	GO_0021901	early neuron fate commitment in forebrain	1
RCV_000091	brain development	GO_0021797	forebrain anterior/posterior pattern specification	1
RCV_000091	brain development	GO_0021885	forebrain cell migration	1
RCV_000091	brain development	GO_0021713	inferior olivary nucleus development	1
RCV_000091	brain development	GO_0021715	inferior olivary nucleus formation	1
RCV_000091	brain development	GO_0021717	inferior olivary nucleus maturation	1
RCV_000091	brain development	GO_0021714	inferior olivary nucleus morphogenesis	1
RCV_000091	brain development	GO_0021716	inferior olivary nucleus structural organization	1
RCV_000091	brain development	GO_0021724	inferior raphe nucleus development	1
RCV_000091	brain development	GO_0021806	initiation of movement involved in cerebral cortex radial glia guided migration	1
RCV_000091	brain development	GO_0021844	interneuron sorting involved in substrate-independent cerebral cortex tangential migration	1
RCV_000091	brain development	GO_0021819	layer formation in cerebral cortex	1
RCV_000091	brain development	GO_0021761	limbic system development	1
RCV_000091	brain development	GO_0021703	locus ceruleus development	1
RCV_000091	brain development	GO_0021705	locus ceruleus formation	1
RCV_000091	brain development	GO_0021706	locus ceruleus maturation	1
RCV_000091	brain development	GO_0021704	locus ceruleus morphogenesis	1
RCV_000091	brain development	GO_0021807	motogenic signaling initiating cell movement in cerebral cortex	1
RCV_000091	brain development	GO_2000978	negative regulation of forebrain neuron differentiation	1
RCV_000091	brain development	GO_0021768	nucleus accumbens development	1
RCV_000091	brain development	GO_0021745	nucleus ambiguus development	1
RCV_000091	brain development	GO_0021988	olfactory lobe development	1
RCV_000091	brain development	GO_0060166	olfactory pit development	1
RCV_000091	brain development	GO_0071698	olfactory placode development	1
RCV_000091	brain development	GO_0030910	olfactory placode formation	1
RCV_000091	brain development	GO_0071700	olfactory placode maturation	1
RCV_000091	brain development	GO_0071699	olfactory placode morphogenesis	1
RCV_000091	brain development	GO_0001748	optic lobe placode development	1
RCV_000091	brain development	GO_0001744	optic lobe placode formation	1
RCV_000091	brain development	GO_0021548	pons development	1
RCV_000091	brain development	GO_0021584	pons formation	1
RCV_000091	brain development	GO_0021586	pons maturation	1
RCV_000091	brain development	GO_0021583	pons morphogenesis	1
RCV_000091	brain development	GO_0021975	pons reticulospinal tract morphogenesis	1
RCV_000091	brain development	GO_0021585	pons structural organization	1
RCV_000091	brain development	GO_2000979	positive regulation of forebrain neuron differentiation	1
RCV_000091	brain development	GO_0021758	putamen development	1
RCV_000091	brain development	GO_2000977	regulation of forebrain neuron differentiation	1
RCV_000091	brain development	GO_0021931	rostral hindbrain neuronal precursor cell proliferation	1
RCV_000091	brain development	GO_0021756	striatum development	1
RCV_000091	brain development	GO_0021980	subpallium cell migration	1
RCV_000091	brain development	GO_0022012	subpallium cell proliferation in forebrain	1
RCV_000091	brain development	GO_0021544	subpallium development	1
RCV_000091	brain development	GO_0021850	subpallium glioblast cell division	1
RCV_000091	brain development	GO_0060163	subpallium neuron fate commitment	1
RCV_000091	brain development	GO_0021981	subpallium radially oriented migration	1
RCV_000091	brain development	GO_0021762	substantia nigra development	1
RCV_000091	brain development	GO_0021825	substrate-dependent cerebral cortex tangential migration	1
RCV_000091	brain development	GO_0021843	substrate-independent telencephalic tangential interneuron migration	1
RCV_000091	brain development	GO_0021826	substrate-independent telencephalic tangential migration	1
RCV_000091	brain development	GO_0021763	subthalamic nucleus development	1
RCV_000091	brain development	GO_0021539	subthalamus development	1
RCV_000091	brain development	GO_0061380	superior colliculus development	1
RCV_000091	brain development	GO_0021718	superior olivary nucleus development	1
RCV_000091	brain development	GO_0021720	superior olivary nucleus formation	1
RCV_000091	brain development	GO_0021722	superior olivary nucleus maturation	1
RCV_000091	brain development	GO_0021719	superior olivary nucleus morphogenesis	1
RCV_000091	brain development	GO_0021721	superior olivary nucleus structural organization	1
RCV_000091	brain development	GO_0021725	superior raphe nucleus development	1
RCV_000091	brain development	GO_0021729	superior reticular formation development	1
RCV_000091	brain development	GO_0071109	superior temporal gyrus development	1
RCV_000091	brain development	GO_0021794	thalamus development	1
RCV_000091	brain development	GO_0021868	ventricular zone cell-producing asymmetric radial glial cell division in forebrain	1
RCV_000092	cAMP metabolism	GO_0006171	cAMP biosynthetic process	1
RCV_000092	cAMP metabolism	GO_0006198	cAMP catabolic process	1
RCV_000092	cAMP metabolism	GO_0046058	cAMP metabolic process	1
RCV_000092	cAMP metabolism	GO_0070730	cAMP transport	1
RCV_000092	cAMP metabolism	GO_0075021	cAMP-mediated activation of appressorium formation	1
RCV_000092	cAMP metabolism	GO_0019933	cAMP-mediated signaling	1
RCV_000093	calcium homeostasis	GO_0006889	regulation of calcium in ER	1
RCV_000093	calcium homeostasis	GO_0090279	regulation of calcium ion import	1
RCV_000093	calcium homeostasis	GO_1901019	regulation of calcium ion transmembrane transporter activity	1
RCV_000093	calcium homeostasis	GO_0051924	regulation of calcium ion transport	1
RCV_000093	calcium homeostasis	GO_0010522	regulation of calcium ion transport into cytosol	1
RCV_000093	calcium homeostasis	GO_0032234	regulation of calcium ion transport via store-operated calcium channel activity	1
RCV_000093	calcium homeostasis	GO_0051925	regulation of calcium ion transport via voltage-gated calcium channel activity	1
RCV_000093	calcium homeostasis	GO_0017158	regulation of calcium ion-dependent exocytosis	1
RCV_000093	calcium homeostasis	GO_0075177	regulation of calcium or calmodulin-mediated signal transduction in response to host	1
RCV_000093	calcium homeostasis	GO_0050848	regulation of calcium-mediated signaling	1
RCV_000094	calcium signalling	GO_0030925	calcium incorporation into metallo-oxygen cluster	1
RCV_000094	calcium signalling	GO_0030926	calcium incorporation into metallo-oxygen cluster via bis-L-aspartato tris-L-glutamato L-histidino calcium tetramanganese tetroxide	1
RCV_000094	calcium signalling	GO_0055074	calcium ion homeostasis	1
RCV_000094	calcium signalling	GO_0070509	calcium ion import	1
RCV_000094	calcium signalling	GO_0070588	calcium ion transmembrane transport	1
RCV_000094	calcium signalling	GO_0006816	calcium ion transport	1
RCV_000094	calcium signalling	GO_0060402	calcium ion transport into cytosol	1
RCV_000094	calcium signalling	GO_0017156	calcium ion-dependent exocytosis	1
RCV_000094	calcium signalling	GO_0075020	calcium or calmodulin-mediated activation of appressorium formation	1
RCV_000094	calcium signalling	GO_0019722	calcium-mediated signaling	1
RCV_000094	calcium signalling	GO_0035585	calcium-mediated signaling using extracellular calcium source	1
RCV_000094	calcium signalling	GO_0035584	calcium-mediated signaling using intracellular calcium source	1
RCV_000094	calcium signalling	GO_0007230	calcium-o-sensing receptor pathway	1
RCV_000095	cannabinoid	GO_0038171	cannabinoid signaling pathway	1
RCV_000095	cannabinoid	GO_2000124	regulation of endocannabinoid signaling pathway	1
RCV_000096	carnitine metabolism	GO_0045329	carnitine biosynthetic process	1
RCV_000096	carnitine metabolism	GO_0042413	carnitine catabolic process	1
RCV_000096	carnitine metabolism	GO_0009437	carnitine metabolic process	1
RCV_000096	carnitine metabolism	GO_0019254	"carnitine metabolic process, CoA-linked"	1
RCV_000096	carnitine metabolism	GO_0006853	carnitine shuttle	1
RCV_000096	carnitine metabolism	GO_0015879	carnitine transport	1
RCV_000097	cartilage	GO_0001502	cartilage condensation	1
RCV_000097	cartilage	GO_0051216	cartilage development	1
RCV_000097	cartilage	GO_0060351	cartilage development involved in endochondral bone morphogenesis	1
RCV_000097	cartilage	GO_0060536	cartilage morphogenesis	1
RCV_000098	cell adhesion	GO_0086074	Purkinje myocyte-ventricular cardiac muscle cell adhesion involved in cell communication	0
RCV_000098	cell adhesion	GO_0007155	cell adhesion	0
RCV_000098	cell adhesion	GO_0003396	cell adhesion involved in amphid sensory organ dendrite retrograde extension	0
RCV_000098	cell adhesion	GO_0043708	cell adhesion involved in biofilm formation	0
RCV_000098	cell adhesion	GO_0003394	cell adhesion involved in dendrite retrograde extension	0
RCV_000098	cell adhesion	GO_0061343	cell adhesion involved in heart morphogenesis	0
RCV_000098	cell adhesion	GO_0043710	cell adhesion involved in multi-species biofilm formation	0
RCV_000098	cell adhesion	GO_0060519	cell adhesion involved in prostatic bud elongation	0
RCV_000098	cell adhesion	GO_0003392	cell adhesion involved in retrograde extension	0
RCV_000098	cell adhesion	GO_0043709	cell adhesion involved in single-species biofilm formation	0
RCV_000098	cell adhesion	GO_0043707	cell adhesion involved in single-species biofilm formation in or on host organism	0
RCV_000098	cell adhesion	GO_0033627	cell adhesion mediated by integrin	0
RCV_000098	cell adhesion	GO_0060352	cell adhesion molecule production	0
RCV_000098	cell adhesion	GO_0003367	cell-cell adhesion involved in ameboidal cell migration	0
RCV_000098	cell adhesion	GO_0021832	cell-cell adhesion involved in cerebral cortex tangential migration using cell-cell interactions	0
RCV_000098	cell adhesion	GO_0090250	cell-cell adhesion involved in establishment of planar polarity	0
RCV_000098	cell adhesion	GO_0043689	cell-cell adhesion involved in flocculation	0
RCV_000098	cell adhesion	GO_0043690	cell-cell adhesion involved in flocculation via cell wall protein-carbohydrate interaction	0
RCV_000098	cell adhesion	GO_0070586	cell-cell adhesion involved in gastrulation	0
RCV_000098	cell adhesion	GO_0003370	cell-cell adhesion involved in mesendodermal cell migration	0
RCV_000098	cell adhesion	GO_0060608	cell-cell adhesion involved in neural tube closure	0
RCV_000098	cell adhesion	GO_0060607	cell-cell adhesion involved in sealing an epithelial fold	0
RCV_000098	cell adhesion	GO_0090125	cell-cell adhesion involved in synapse maturation	0
RCV_000098	cell adhesion	GO_0044331	cell-cell adhesion mediated by cadherin	0
RCV_000098	cell adhesion	GO_0033631	cell-cell adhesion mediated by integrin	0
RCV_000098	cell adhesion	GO_0090136	epithelial cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0090137	epithelial cell-cell adhesion involved in epithelium migration	0
RCV_000098	cell adhesion	GO_0043706	"heterophilic cell adhesion involved in cytoadherence to microvasculature, mediated by parasite protein"	0
RCV_000098	cell adhesion	GO_0007157	heterophilic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0034113	heterotypic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0007156	homophilic cell adhesion	0
RCV_000098	cell adhesion	GO_0034109	homotypic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0046588	negative regulation of calcium-dependent cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0051042	negative regulation of calcium-independent cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0007162	negative regulation of cell adhesion	0
RCV_000098	cell adhesion	GO_0021804	negative regulation of cell adhesion in ventricular zone	0
RCV_000098	cell adhesion	GO_1900188	negative regulation of cell adhesion involved in single-species biofilm formation	0
RCV_000098	cell adhesion	GO_0006933	negative regulation of cell adhesion involved in substrate-bound cell migration	0
RCV_000098	cell adhesion	GO_0033629	negative regulation of cell adhesion mediated by integrin	0
RCV_000098	cell adhesion	GO_0060354	negative regulation of cell adhesion molecule production	0
RCV_000098	cell adhesion	GO_0022408	negative regulation of cell-cell adhesion	0
RCV_000098	cell adhesion	GO_1900387	negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter	0
RCV_000098	cell adhesion	GO_2000048	negative regulation of cell-cell adhesion mediated by cadherin	0
RCV_000098	cell adhesion	GO_0033633	negative regulation of cell-cell adhesion mediated by integrin	0
RCV_000098	cell adhesion	GO_0051895	negative regulation of focal adhesion assembly	0
RCV_000098	cell adhesion	GO_0034115	negative regulation of heterotypic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0034111	negative regulation of homotypic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0007158	neuron cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0046587	positive regulation of calcium-dependent cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0051041	positive regulation of calcium-independent cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0045785	positive regulation of cell adhesion	0
RCV_000098	cell adhesion	GO_1900189	positive regulation of cell adhesion involved in single-species biofilm formation	0
RCV_000098	cell adhesion	GO_0033630	positive regulation of cell adhesion mediated by integrin	0
RCV_000098	cell adhesion	GO_0060355	positive regulation of cell adhesion molecule production	0
RCV_000098	cell adhesion	GO_0022409	positive regulation of cell-cell adhesion	0
RCV_000098	cell adhesion	GO_2000049	positive regulation of cell-cell adhesion mediated by cadherin	0
RCV_000098	cell adhesion	GO_0033634	positive regulation of cell-cell adhesion mediated by integrin	0
RCV_000098	cell adhesion	GO_0034116	positive regulation of heterotypic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0034112	positive regulation of homotypic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0090138	regulation of actin cytoskeleton organization by cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0046586	regulation of calcium-dependent cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0051040	regulation of calcium-independent cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0030155	regulation of cell adhesion	0
RCV_000098	cell adhesion	GO_0003436	regulation of cell adhesion involved in growth plate cartilage morphogenesis	0
RCV_000098	cell adhesion	GO_0061344	regulation of cell adhesion involved in heart morphogenesis	0
RCV_000098	cell adhesion	GO_0002045	regulation of cell adhesion involved in intussusceptive angiogenesis	0
RCV_000098	cell adhesion	GO_1900187	regulation of cell adhesion involved in single-species biofilm formation	0
RCV_000098	cell adhesion	GO_0033628	regulation of cell adhesion mediated by integrin	0
RCV_000098	cell adhesion	GO_0060353	regulation of cell adhesion molecule production	0
RCV_000098	cell adhesion	GO_0022407	regulation of cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0070587	regulation of cell-cell adhesion involved in gastrulation	0
RCV_000098	cell adhesion	GO_2000047	regulation of cell-cell adhesion mediated by cadherin	0
RCV_000098	cell adhesion	GO_0033632	regulation of cell-cell adhesion mediated by integrin	0
RCV_000098	cell adhesion	GO_0034114	regulation of heterotypic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0034110	regulation of homotypic cell-cell adhesion	0
RCV_000098	cell adhesion	GO_0016337	single organismal cell-cell adhesion	0
RCV_000099	cell adhesion and motility	GO_0086074	Purkinje myocyte-ventricular cardiac muscle cell adhesion involved in cell communication	1
RCV_000099	cell adhesion and motility	GO_0007155	cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0003396	cell adhesion involved in amphid sensory organ dendrite retrograde extension	1
RCV_000099	cell adhesion and motility	GO_0043708	cell adhesion involved in biofilm formation	1
RCV_000099	cell adhesion and motility	GO_0003394	cell adhesion involved in dendrite retrograde extension	1
RCV_000099	cell adhesion and motility	GO_0061343	cell adhesion involved in heart morphogenesis	1
RCV_000099	cell adhesion and motility	GO_0043710	cell adhesion involved in multi-species biofilm formation	1
RCV_000099	cell adhesion and motility	GO_0060519	cell adhesion involved in prostatic bud elongation	1
RCV_000099	cell adhesion and motility	GO_0003392	cell adhesion involved in retrograde extension	1
RCV_000099	cell adhesion and motility	GO_0043709	cell adhesion involved in single-species biofilm formation	1
RCV_000099	cell adhesion and motility	GO_0043707	cell adhesion involved in single-species biofilm formation in or on host organism	1
RCV_000099	cell adhesion and motility	GO_0033627	cell adhesion mediated by integrin	1
RCV_000099	cell adhesion and motility	GO_0060352	cell adhesion molecule production	1
RCV_000099	cell adhesion and motility	GO_0003367	cell-cell adhesion involved in ameboidal cell migration	1
RCV_000099	cell adhesion and motility	GO_0021832	cell-cell adhesion involved in cerebral cortex tangential migration using cell-cell interactions	1
RCV_000099	cell adhesion and motility	GO_0090250	cell-cell adhesion involved in establishment of planar polarity	1
RCV_000099	cell adhesion and motility	GO_0043689	cell-cell adhesion involved in flocculation	1
RCV_000099	cell adhesion and motility	GO_0043690	cell-cell adhesion involved in flocculation via cell wall protein-carbohydrate interaction	1
RCV_000099	cell adhesion and motility	GO_0070586	cell-cell adhesion involved in gastrulation	1
RCV_000099	cell adhesion and motility	GO_0003370	cell-cell adhesion involved in mesendodermal cell migration	1
RCV_000099	cell adhesion and motility	GO_0060608	cell-cell adhesion involved in neural tube closure	1
RCV_000099	cell adhesion and motility	GO_0060607	cell-cell adhesion involved in sealing an epithelial fold	1
RCV_000099	cell adhesion and motility	GO_0090125	cell-cell adhesion involved in synapse maturation	1
RCV_000099	cell adhesion and motility	GO_0044331	cell-cell adhesion mediated by cadherin	1
RCV_000099	cell adhesion and motility	GO_0033631	cell-cell adhesion mediated by integrin	1
RCV_000099	cell adhesion and motility	GO_0090136	epithelial cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0090137	epithelial cell-cell adhesion involved in epithelium migration	1
RCV_000099	cell adhesion and motility	GO_0043706	"heterophilic cell adhesion involved in cytoadherence to microvasculature, mediated by parasite protein"	1
RCV_000099	cell adhesion and motility	GO_0007157	heterophilic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0034113	heterotypic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0007156	homophilic cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0034109	homotypic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0046588	negative regulation of calcium-dependent cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0051042	negative regulation of calcium-independent cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0007162	negative regulation of cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0021804	negative regulation of cell adhesion in ventricular zone	1
RCV_000099	cell adhesion and motility	GO_1900188	negative regulation of cell adhesion involved in single-species biofilm formation	1
RCV_000099	cell adhesion and motility	GO_0006933	negative regulation of cell adhesion involved in substrate-bound cell migration	1
RCV_000099	cell adhesion and motility	GO_0033629	negative regulation of cell adhesion mediated by integrin	1
RCV_000099	cell adhesion and motility	GO_0060354	negative regulation of cell adhesion molecule production	1
RCV_000099	cell adhesion and motility	GO_0022408	negative regulation of cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_1900387	negative regulation of cell-cell adhesion by negative regulation of transcription from RNA polymerase II promoter	1
RCV_000099	cell adhesion and motility	GO_2000048	negative regulation of cell-cell adhesion mediated by cadherin	1
RCV_000099	cell adhesion and motility	GO_0033633	negative regulation of cell-cell adhesion mediated by integrin	1
RCV_000099	cell adhesion and motility	GO_0051895	negative regulation of focal adhesion assembly	1
RCV_000099	cell adhesion and motility	GO_0034115	negative regulation of heterotypic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0034111	negative regulation of homotypic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0007158	neuron cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0046587	positive regulation of calcium-dependent cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0051041	positive regulation of calcium-independent cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0045785	positive regulation of cell adhesion	1
RCV_000099	cell adhesion and motility	GO_1900189	positive regulation of cell adhesion involved in single-species biofilm formation	1
RCV_000099	cell adhesion and motility	GO_0033630	positive regulation of cell adhesion mediated by integrin	1
RCV_000099	cell adhesion and motility	GO_0060355	positive regulation of cell adhesion molecule production	1
RCV_000099	cell adhesion and motility	GO_0022409	positive regulation of cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_2000049	positive regulation of cell-cell adhesion mediated by cadherin	1
RCV_000099	cell adhesion and motility	GO_0033634	positive regulation of cell-cell adhesion mediated by integrin	1
RCV_000099	cell adhesion and motility	GO_0034116	positive regulation of heterotypic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0034112	positive regulation of homotypic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0090138	regulation of actin cytoskeleton organization by cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0046586	regulation of calcium-dependent cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0051040	regulation of calcium-independent cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0030155	regulation of cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0003436	regulation of cell adhesion involved in growth plate cartilage morphogenesis	1
RCV_000099	cell adhesion and motility	GO_0061344	regulation of cell adhesion involved in heart morphogenesis	1
RCV_000099	cell adhesion and motility	GO_0002045	regulation of cell adhesion involved in intussusceptive angiogenesis	1
RCV_000099	cell adhesion and motility	GO_1900187	regulation of cell adhesion involved in single-species biofilm formation	1
RCV_000099	cell adhesion and motility	GO_0033628	regulation of cell adhesion mediated by integrin	1
RCV_000099	cell adhesion and motility	GO_0060353	regulation of cell adhesion molecule production	1
RCV_000099	cell adhesion and motility	GO_0022407	regulation of cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0070587	regulation of cell-cell adhesion involved in gastrulation	1
RCV_000099	cell adhesion and motility	GO_2000047	regulation of cell-cell adhesion mediated by cadherin	1
RCV_000099	cell adhesion and motility	GO_0033632	regulation of cell-cell adhesion mediated by integrin	1
RCV_000099	cell adhesion and motility	GO_0034114	regulation of heterotypic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0034110	regulation of homotypic cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0016337	single organismal cell-cell adhesion	1
RCV_000099	cell adhesion and motility	GO_0034446	substrate adhesion-dependent cell spreading	1
RCV_000099	cell adhesion and motility	GO_0006934	"substrate-bound cell migration, adhesion receptor recycling"	1
RCV_000099	cell adhesion and motility	GO_0006929	substrate-dependent cell migration	1
RCV_000099	cell adhesion and motility	GO_0006931	"substrate-dependent cell migration, cell attachment to substrate"	1
RCV_000099	cell adhesion and motility	GO_0006932	"substrate-dependent cell migration, cell contraction"	1
RCV_000099	cell adhesion and motility	GO_0006930	"substrate-dependent cell migration, cell extension"	1
RCV_000100	cell aging	GO_0007580	extrachromosomal circular DNA accumulation involved in cell aging	1
RCV_000100	cell aging	GO_0001307	extrachromosomal circular DNA accumulation involved in replicative cell aging	1
RCV_000100	cell aging	GO_0034652	extrachromosomal circular DNA localization involved in cell aging	1
RCV_000100	cell aging	GO_0001310	extrachromosomal rDNA circle accumulation involved in replicative cell aging	1
RCV_000100	cell aging	GO_0001313	formation of extrachromosomal circular DNA involved in replicative cell aging	1
RCV_000100	cell aging	GO_0001311	formation of extrachromosomal circular rDNA by homologous recombination involved in replicative cell aging	1
RCV_000101	cell cell signaling	GO_0003385	cell-cell signaling involved in amphid sensory organ development	1
RCV_000101	cell cell signaling	GO_0086019	cell-cell signaling involved in cardiac conduction	1
RCV_000101	cell cell signaling	GO_0045168	cell-cell signaling involved in cell fate commitment	1
RCV_000101	cell cell signaling	GO_0060495	cell-cell signaling involved in lung development	1
RCV_000101	cell cell signaling	GO_0060764	cell-cell signaling involved in mammary gland development	1
RCV_000101	cell cell signaling	GO_0061210	cell-cell signaling involved in mesonephros development	1
RCV_000101	cell cell signaling	GO_0072204	cell-cell signaling involved in metanephros development	1
RCV_000101	cell cell signaling	GO_0060673	cell-cell signaling involved in placenta development	1
RCV_000101	cell cell signaling	GO_0039016	cell-cell signaling involved in pronephros development	1
RCV_000101	cell cell signaling	GO_0010699	cell-cell signaling involved in quorum sensing	1
RCV_000102	cell cycle	GO_0031572	G2 DNA damage checkpoint	1
RCV_000102	cell cycle	GO_0033277	abortive mitotic cell cycle	1
RCV_000102	cell cycle	GO_0008636	activation of caspase activity by protein phosphorylation	1
RCV_000102	cell cycle	GO_0090427	activation of meiosis	1
RCV_000102	cell cycle	GO_0060466	activation of meiosis involved in egg activation	1
RCV_000102	cell cycle	GO_0007092	activation of mitotic anaphase-promoting complex activity	1
RCV_000102	cell cycle	GO_0090268	activation of mitotic cell cycle spindle assembly checkpoint	1
RCV_000102	cell cycle	GO_0010846	activation of reciprocal meiotic recombination	1
RCV_000102	cell cycle	GO_0007536	activation of recombination (HML)	1
RCV_000102	cell cycle	GO_0007049	cell cycle	1
RCV_000102	cell cycle	GO_0000075	cell cycle checkpoint	1
